Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Notes
Wed Feb 25 2015,8:00 pm,Los Angeles Clippers,105,Houston Rockets,110,Box Score,,
Wed Feb 25 2015,8:00 pm,Philadelphia 76ers,88,Milwaukee Bucks,104,Box Score,,
Wed Feb 25 2015,8:00 pm,Washington Wizards,77,Minnesota Timberwolves,97,Box Score,,
Wed Feb 25 2015,8:00 pm,Brooklyn Nets,96,New Orleans Pelicans,102,Box Score,,
Wed Feb 25 2015,7:00 pm,Miami Heat,93,Orlando Magic,90,Box Score,OT,
Wed Feb 25 2015,10:30 pm,San Antonio Spurs,95,Portland Trail Blazers,111,Box Score,,
Wed Feb 25 2015,10:00 pm,Memphis Grizzlies,90,Sacramento Kings,102,Box Score,,
Wed Feb 25 2015,9:00 pm,Los Angeles Lakers,100,Utah Jazz,97,Box Score,,
Thu Feb 26 2015,8:00 pm,Golden State Warriors,99,Cleveland Cavaliers,110,Box Score,,
Thu Feb 26 2015,10:30 pm,Oklahoma City Thunder,113,Phoenix Suns,117,Box Score,OT,
Fri Feb 27 2015,7:30 pm,Orlando Magic,88,Atlanta Hawks,95,Box Score,,
Fri Feb 27 2015,7:30 pm,Charlotte Hornets,98,Boston Celtics,106,Box Score,,
Fri Feb 27 2015,8:00 pm,Minnesota Timberwolves,89,Chicago Bulls,96,Box Score,,
Fri Feb 27 2015,9:00 pm,Utah Jazz,104,Denver Nuggets,82,Box Score,,
Fri Feb 27 2015,7:30 pm,New York Knicks,121,Detroit Pistons,115,Box Score,2OT,
Fri Feb 27 2015,8:00 pm,Brooklyn Nets,98,Houston Rockets,102,Box Score,,
Fri Feb 27 2015,7:00 pm,Cleveland Cavaliers,86,Indiana Pacers,93,Box Score,,
Fri Feb 27 2015,10:30 pm,Milwaukee Bucks,93,Los Angeles Lakers,101,Box Score,,
Fri Feb 27 2015,8:00 pm,Los Angeles Clippers,97,Memphis Grizzlies,79,Box Score,,
Fri Feb 27 2015,8:00 pm,Miami Heat,102,New Orleans Pelicans,104,Box Score,,
Fri Feb 27 2015,7:00 pm,Washington Wizards,81,Philadelphia 76ers,89,Box Score,,
Fri Feb 27 2015,10:30 pm,Oklahoma City Thunder,112,Portland Trail Blazers,115,Box Score,,
Fri Feb 27 2015,10:00 pm,San Antonio Spurs,107,Sacramento Kings,96,Box Score,,
Fri Feb 27 2015,7:30 pm,Golden State Warriors,113,Toronto Raptors,89,Box Score,,
Sat Feb 28 2015,8:30 pm,Brooklyn Nets,104,Dallas Mavericks,94,Box Score,,
Sat Feb 28 2015,7:30 pm,Atlanta Hawks,93,Miami Heat,91,Box Score,,
Sat Feb 28 2015,8:00 pm,Memphis Grizzlies,101,Minnesota Timberwolves,97,Box Score,,
Sat Feb 28 2015,7:30 pm,Toronto Raptors,98,New York Knicks,103,Box Score,,
Sat Feb 28 2015,9:00 pm,San Antonio Spurs,101,Phoenix Suns,74,Box Score,,
Sat Feb 28 2015,9:00 pm,Milwaukee Bucks,75,Utah Jazz,82,Box Score,,
Sat Feb 28 2015,7:00 pm,Detroit Pistons,95,Washington Wizards,99,Box Score,,
Sun Mar 1 2015,6:00 pm,Golden State Warriors,106,Boston Celtics,101,Box Score,,
Sun Mar 1 2015,1:00 pm,Los Angeles Clippers,96,Chicago Bulls,86,Box Score,,
Sun Mar 1 2015,8:00 pm,New Orleans Pelicans,99,Denver Nuggets,92,Box Score,,
Sun Mar 1 2015,3:30 pm,Cleveland Cavaliers,103,Houston Rockets,105,Box Score,OT,
Sun Mar 1 2015,6:00 pm,Philadelphia 76ers,74,Indiana Pacers,94,Box Score,,
Sun Mar 1 2015,6:30 pm,Oklahoma City Thunder,108,Los Angeles Lakers,101,Box Score,,
Sun Mar 1 2015,6:00 pm,Charlotte Hornets,98,Orlando Magic,83,Box Score,,
Sun Mar 1 2015,6:00 pm,Portland Trail Blazers,110,Sacramento Kings,99,Box Score,,
Mon Mar 2 2015,7:30 pm,Golden State Warriors,108,Brooklyn Nets,110,Box Score,,
Mon Mar 2 2015,8:30 pm,New Orleans Pelicans,93,Dallas Mavericks,102,Box Score,,
Mon Mar 2 2015,7:30 pm,Phoenix Suns,98,Miami Heat,115,Box Score,,
Mon Mar 2 2015,8:00 pm,Los Angeles Clippers,110,Minnesota Timberwolves,105,Box Score,,
Mon Mar 2 2015,7:00 pm,Toronto Raptors,114,Philadelphia 76ers,103,Box Score,,
Tue Mar 3 2015,7:30 pm,Houston Rockets,96,Atlanta Hawks,104,Box Score,,
Tue Mar 3 2015,8:00 pm,Washington Wizards,92,Chicago Bulls,97,Box Score,,
Tue Mar 3 2015,7:00 pm,Los Angeles Lakers,103,Charlotte Hornets,104,Box Score,,
Tue Mar 3 2015,7:00 pm,Boston Celtics,79,Cleveland Cavaliers,110,Box Score,,
Tue Mar 3 2015,9:00 pm,Milwaukee Bucks,95,Denver Nuggets,106,Box Score,,
Tue Mar 3 2015,8:00 pm,Utah Jazz,93,Memphis Grizzlies,82,Box Score,,
Tue Mar 3 2015,7:00 pm,Sacramento Kings,124,New York Knicks,86,Box Score,,
Wed Mar 4 2015,7:30 pm,Utah Jazz,84,Boston Celtics,85,Box Score,,
Wed Mar 4 2015,7:30 pm,Charlotte Hornets,115,Brooklyn Nets,91,Box Score,,
Wed Mar 4 2015,10:30 pm,Milwaukee Bucks,93,Golden State Warriors,102,Box Score,,
Wed Mar 4 2015,8:00 pm,Memphis Grizzlies,102,Houston Rockets,100,Box Score,,
Wed Mar 4 2015,7:00 pm,New York Knicks,82,Indiana Pacers,105,Box Score,,
Wed Mar 4 2015,10:30 pm,Portland Trail Blazers,98,Los Angeles Clippers,93,Box Score,OT,
Wed Mar 4 2015,8:00 pm,Los Angeles Lakers,94,Miami Heat,100,Box Score,,
Wed Mar 4 2015,8:00 pm,Denver Nuggets,100,Minnesota Timberwolves,85,Box Score,,
Wed Mar 4 2015,8:00 pm,Detroit Pistons,85,New Orleans Pelicans,88,Box Score,,
Wed Mar 4 2015,8:00 pm,Philadelphia 76ers,118,Oklahoma City Thunder,123,Box Score,OT,
Wed Mar 4 2015,7:00 pm,Phoenix Suns,105,Orlando Magic,100,Box Score,,
Wed Mar 4 2015,8:30 pm,Sacramento Kings,85,San Antonio Spurs,112,Box Score,,
Wed Mar 4 2015,7:30 pm,Cleveland Cavaliers,120,Toronto Raptors,112,Box Score,,
Thu Mar 5 2015,8:00 pm,Oklahoma City Thunder,105,Chicago Bulls,108,Box Score,,
Thu Mar 5 2015,10:30 pm,Dallas Mavericks,75,Portland Trail Blazers,94,Box Score,,
Fri Mar 6 2015,7:30 pm,Cleveland Cavaliers,97,Atlanta Hawks,106,Box Score,,
Fri Mar 6 2015,8:00 pm,Phoenix Suns,108,Brooklyn Nets,100,Box Score,OT,
Fri Mar 6 2015,7:00 pm,Toronto Raptors,94,Charlotte Hornets,103,Box Score,,
Fri Mar 6 2015,10:30 pm,Dallas Mavericks,89,Golden State Warriors,104,Box Score,,
Fri Mar 6 2015,8:00 pm,Detroit Pistons,93,Houston Rockets,103,Box Score,,
Fri Mar 6 2015,7:00 pm,Chicago Bulls,84,Indiana Pacers,98,Box Score,,
Fri Mar 6 2015,8:00 pm,Los Angeles Lakers,90,Memphis Grizzlies,97,Box Score,,
Fri Mar 6 2015,8:00 pm,Boston Celtics,104,New Orleans Pelicans,98,Box Score,,
Fri Mar 6 2015,7:00 pm,Sacramento Kings,114,Orlando Magic,119,Box Score,,
Fri Mar 6 2015,7:00 pm,Utah Jazz,89,Philadelphia 76ers,83,Box Score,,
Fri Mar 6 2015,8:30 pm,Denver Nuggets,111,San Antonio Spurs,120,Box Score,,
Fri Mar 6 2015,7:00 pm,Miami Heat,97,Washington Wizards,99,Box Score,,
Sat Mar 7 2015,7:30 pm,Phoenix Suns,79,Cleveland Cavaliers,89,Box Score,,
Sat Mar 7 2015,9:00 pm,Houston Rockets,114,Denver Nuggets,100,Box Score,,
Sat Mar 7 2015,7:30 pm,Sacramento Kings,109,Miami Heat,114,Box Score,OT,
Sat Mar 7 2015,8:30 pm,Washington Wizards,85,Milwaukee Bucks,91,Box Score,,
Sat Mar 7 2015,8:00 pm,Portland Trail Blazers,113,Minnesota Timberwolves,121,Box Score,,
Sat Mar 7 2015,7:00 pm,Memphis Grizzlies,89,New Orleans Pelicans,95,Box Score,,
Sat Mar 7 2015,7:30 pm,Indiana Pacers,92,New York Knicks,86,Box Score,,
Sat Mar 7 2015,7:30 pm,Atlanta Hawks,84,Philadelphia 76ers,92,Box Score,,
Sun Mar 8 2015,6:00 pm,Utah Jazz,95,Brooklyn Nets,88,Box Score,,
Sun Mar 8 2015,6:00 pm,Charlotte Hornets,108,Detroit Pistons,101,Box Score,,
Sun Mar 8 2015,3:30 pm,Los Angeles Clippers,98,Golden State Warriors,106,Box Score,,
Sun Mar 8 2015,9:30 pm,Dallas Mavericks,100,Los Angeles Lakers,93,Box Score,,
Sun Mar 8 2015,7:00 pm,Toronto Raptors,104,Oklahoma City Thunder,108,Box Score,,
Sun Mar 8 2015,6:00 pm,Boston Celtics,98,Orlando Magic,103,Box Score,,
Sun Mar 8 2015,1:00 pm,Chicago Bulls,105,San Antonio Spurs,116,Box Score,,
Mon Mar 9 2015,7:30 pm,Sacramento Kings,105,Atlanta Hawks,130,Box Score,,
Mon Mar 9 2015,8:00 pm,Memphis Grizzlies,101,Chicago Bulls,91,Box Score,,
Mon Mar 9 2015,7:00 pm,Washington Wizards,95,Charlotte Hornets,69,Box Score,,
Mon Mar 9 2015,9:00 pm,New York Knicks,78,Denver Nuggets,106,Box Score,,
Mon Mar 9 2015,10:30 pm,Minnesota Timberwolves,76,Los Angeles Clippers,89,Box Score,,
Mon Mar 9 2015,7:30 pm,Boston Celtics,100,Miami Heat,90,Box Score,,
Mon Mar 9 2015,8:00 pm,New Orleans Pelicans,114,Milwaukee Bucks,103,Box Score,,
Mon Mar 9 2015,10:00 pm,Golden State Warriors,98,Phoenix Suns,80,Box Score,,
Tue Mar 10 2015,7:30 pm,New Orleans Pelicans,111,Brooklyn Nets,91,Box Score,,
Tue Mar 10 2015,8:30 pm,Cleveland Cavaliers,127,Dallas Mavericks,94,Box Score,,
Tue Mar 10 2015,7:00 pm,Orlando Magic,86,Indiana Pacers,118,Box Score,,
Tue Mar 10 2015,10:30 pm,Detroit Pistons,85,Los Angeles Lakers,93,Box Score,,
Tue Mar 10 2015,8:30 pm,Toronto Raptors,107,San Antonio Spurs,117,Box Score,,
Tue Mar 10 2015,9:00 pm,New York Knicks,82,Utah Jazz,87,Box Score,,
Wed Mar 11 2015,7:30 pm,Memphis Grizzlies,92,Boston Celtics,95,Box Score,,
Wed Mar 11 2015,7:00 pm,Sacramento Kings,113,Charlotte Hornets,106,Box Score,,
Wed Mar 11 2015,9:00 pm,Atlanta Hawks,102,Denver Nuggets,115,Box Score,,
Wed Mar 11 2015,10:30 pm,Detroit Pistons,98,Golden State Warriors,105,Box Score,,
Wed Mar 11 2015,7:30 pm,Brooklyn Nets,98,Miami Heat,104,Box Score,,
Wed Mar 11 2015,8:00 pm,Orlando Magic,91,Milwaukee Bucks,97,Box Score,,
Wed Mar 11 2015,8:00 pm,Los Angeles Clippers,120,Oklahoma City Thunder,108,Box Score,,
Wed Mar 11 2015,7:00 pm,Chicago Bulls,104,Philadelphia 76ers,95,Box Score,OT,
Wed Mar 11 2015,10:00 pm,Minnesota Timberwolves,97,Phoenix Suns,106,Box Score,,
Wed Mar 11 2015,10:30 pm,Houston Rockets,100,Portland Trail Blazers,105,Box Score,,
Thu Mar 12 2015,7:00 pm,Milwaukee Bucks,103,Indiana Pacers,109,Box Score,OT,
Thu Mar 12 2015,10:30 pm,New York Knicks,101,Los Angeles Lakers,94,Box Score,,
Thu Mar 12 2015,9:30 pm,Cleveland Cavaliers,128,San Antonio Spurs,125,Box Score,OT,
Thu Mar 12 2015,9:00 pm,Houston Rockets,91,Utah Jazz,109,Box Score,,
Thu Mar 12 2015,7:00 pm,Memphis Grizzlies,87,Washington Wizards,107,Box Score,,
Fri Mar 13 2015,7:30 pm,Orlando Magic,88,Boston Celtics,95,Box Score,,
Fri Mar 13 2015,7:00 pm,Chicago Bulls,91,Charlotte Hornets,101,Box Score,,
Fri Mar 13 2015,8:30 pm,Los Angeles Clippers,99,Dallas Mavericks,129,Box Score,,
Fri Mar 13 2015,9:00 pm,Golden State Warriors,103,Denver Nuggets,114,Box Score,,
Fri Mar 13 2015,8:00 pm,Minnesota Timberwolves,99,Oklahoma City Thunder,113,Box Score,,
Fri Mar 13 2015,7:00 pm,Sacramento Kings,107,Philadelphia 76ers,114,Box Score,,
Fri Mar 13 2015,10:00 pm,Atlanta Hawks,96,Phoenix Suns,87,Box Score,,
Fri Mar 13 2015,10:00 pm,Detroit Pistons,99,Portland Trail Blazers,118,Box Score,,
Fri Mar 13 2015,7:30 pm,Miami Heat,92,Toronto Raptors,102,Box Score,,
Sat Mar 14 2015,10:30 pm,New York Knicks,94,Golden State Warriors,125,Box Score,,
Sat Mar 14 2015,7:00 pm,Boston Celtics,93,Indiana Pacers,89,Box Score,,
Sat Mar 14 2015,8:00 pm,Milwaukee Bucks,83,Memphis Grizzlies,96,Box Score,,
Sat Mar 14 2015,7:30 pm,Brooklyn Nets,94,Philadelphia 76ers,87,Box Score,,
Sat Mar 14 2015,9:00 pm,Detroit Pistons,85,Utah Jazz,88,Box Score,,
Sat Mar 14 2015,7:00 pm,Sacramento Kings,97,Washington Wizards,113,Box Score,,
Sun Mar 15 2015,3:30 pm,Houston Rockets,100,Los Angeles Clippers,98,Box Score,,
Sun Mar 15 2015,9:30 pm,Atlanta Hawks,91,Los Angeles Lakers,86,Box Score,,
Sun Mar 15 2015,6:00 pm,Denver Nuggets,118,New Orleans Pelicans,111,Box Score,2OT,
Sun Mar 15 2015,1:00 pm,Chicago Bulls,100,Oklahoma City Thunder,109,Box Score,,
Sun Mar 15 2015,6:00 pm,Cleveland Cavaliers,123,Orlando Magic,108,Box Score,,
Sun Mar 15 2015,9:00 pm,New York Knicks,89,Phoenix Suns,102,Box Score,,
Sun Mar 15 2015,7:00 pm,Minnesota Timberwolves,97,San Antonio Spurs,123,Box Score,,
Sun Mar 15 2015,7:00 pm,Portland Trail Blazers,113,Toronto Raptors,97,Box Score,,
Mon Mar 16 2015,7:30 pm,Philadelphia 76ers,89,Boston Celtics,108,Box Score,,
Mon Mar 16 2015,8:30 pm,Oklahoma City Thunder,115,Dallas Mavericks,119,Box Score,,
Mon Mar 16 2015,10:30 pm,Los Angeles Lakers,105,Golden State Warriors,108,Box Score,,
Mon Mar 16 2015,7:00 pm,Toronto Raptors,117,Indiana Pacers,98,Box Score,,
Mon Mar 16 2015,8:00 pm,Denver Nuggets,81,Memphis Grizzlies,92,Box Score,,
Mon Mar 16 2015,8:00 pm,Cleveland Cavaliers,92,Miami Heat,106,Box Score,,
Mon Mar 16 2015,8:00 pm,Brooklyn Nets,122,Minnesota Timberwolves,106,Box Score,,
Mon Mar 16 2015,10:00 pm,Atlanta Hawks,110,Sacramento Kings,103,Box Score,,
Mon Mar 16 2015,9:00 pm,Charlotte Hornets,66,Utah Jazz,94,Box Score,,
Mon Mar 16 2015,7:00 pm,Portland Trail Blazers,97,Washington Wizards,105,Box Score,,
Tue Mar 17 2015,7:30 pm,Memphis Grizzlies,95,Detroit Pistons,105,Box Score,,
Tue Mar 17 2015,8:00 pm,Orlando Magic,94,Houston Rockets,107,Box Score,,
Tue Mar 17 2015,10:30 pm,Charlotte Hornets,92,Los Angeles Clippers,99,Box Score,,
Tue Mar 17 2015,8:00 pm,Milwaukee Bucks,84,New Orleans Pelicans,85,Box Score,,
Tue Mar 17 2015,7:30 pm,San Antonio Spurs,100,New York Knicks,104,Box Score,OT,
Wed Mar 18 2015,8:00 pm,Indiana Pacers,86,Chicago Bulls,103,Box Score,,
Wed Mar 18 2015,7:00 pm,Brooklyn Nets,92,Cleveland Cavaliers,117,Box Score,,
Wed Mar 18 2015,8:00 pm,Orlando Magic,102,Dallas Mavericks,107,Box Score,,
Wed Mar 18 2015,10:30 pm,Atlanta Hawks,95,Golden State Warriors,114,Box Score,,
Wed Mar 18 2015,7:30 pm,Portland Trail Blazers,104,Miami Heat,108,Box Score,,
Wed Mar 18 2015,8:00 pm,San Antonio Spurs,114,Milwaukee Bucks,103,Box Score,,
Wed Mar 18 2015,8:00 pm,Boston Celtics,118,Oklahoma City Thunder,122,Box Score,,
Wed Mar 18 2015,7:00 pm,Detroit Pistons,83,Philadelphia 76ers,94,Box Score,,
Wed Mar 18 2015,10:00 pm,Los Angeles Clippers,116,Sacramento Kings,105,Box Score,,
Wed Mar 18 2015,7:30 pm,Minnesota Timberwolves,100,Toronto Raptors,105,Box Score,,
Wed Mar 18 2015,10:30 pm,Washington Wizards,88,Utah Jazz,84,Box Score,,
Thu Mar 19 2015,8:00 pm,Denver Nuggets,108,Houston Rockets,118,Box Score,,
Thu Mar 19 2015,10:30 pm,Utah Jazz,80,Los Angeles Lakers,73,Box Score,,
Thu Mar 19 2015,7:30 pm,Minnesota Timberwolves,95,New York Knicks,92,Box Score,OT,
Thu Mar 19 2015,10:00 pm,New Orleans Pelicans,72,Phoenix Suns,74,Box Score,,
Fri Mar 20 2015,7:30 pm,Milwaukee Bucks,127,Brooklyn Nets,129,Box Score,3OT,
Fri Mar 20 2015,8:00 pm,Toronto Raptors,92,Chicago Bulls,108,Box Score,,
Fri Mar 20 2015,7:30 pm,Indiana Pacers,92,Cleveland Cavaliers,95,Box Score,,
Fri Mar 20 2015,8:30 pm,Memphis Grizzlies,112,Dallas Mavericks,101,Box Score,,
Fri Mar 20 2015,10:30 pm,New Orleans Pelicans,96,Golden State Warriors,112,Box Score,,
Fri Mar 20 2015,10:30 pm,Washington Wizards,99,Los Angeles Clippers,113,Box Score,,
Fri Mar 20 2015,7:30 pm,Denver Nuggets,91,Miami Heat,108,Box Score,,
Fri Mar 20 2015,8:00 pm,Atlanta Hawks,115,Oklahoma City Thunder,123,Box Score,,
Fri Mar 20 2015,7:00 pm,Portland Trail Blazers,104,Orlando Magic,111,Box Score,,
Fri Mar 20 2015,7:00 pm,New York Knicks,81,Philadelphia 76ers,97,Box Score,,
Fri Mar 20 2015,10:00 pm,Charlotte Hornets,91,Sacramento Kings,101,Box Score,,
Fri Mar 20 2015,8:30 pm,Boston Celtics,89,San Antonio Spurs,101,Box Score,,
Sat Mar 21 2015,7:30 pm,Chicago Bulls,91,Detroit Pistons,107,Box Score,,
Sat Mar 21 2015,10:30 pm,Utah Jazz,91,Golden State Warriors,106,Box Score,,
Sat Mar 21 2015,8:00 pm,Phoenix Suns,117,Houston Rockets,102,Box Score,,
Sat Mar 21 2015,7:00 pm,Brooklyn Nets,123,Indiana Pacers,111,Box Score,,
Sat Mar 21 2015,8:00 pm,Portland Trail Blazers,86,Memphis Grizzlies,97,Box Score,,
Sun Mar 22 2015,3:00 pm,San Antonio Spurs,114,Atlanta Hawks,95,Box Score,,
Sun Mar 22 2015,6:00 pm,Detroit Pistons,105,Boston Celtics,97,Box Score,OT,
Sun Mar 22 2015,3:30 pm,New Orleans Pelicans,100,Los Angeles Clippers,107,Box Score,,
Sun Mar 22 2015,9:30 pm,Philadelphia 76ers,87,Los Angeles Lakers,101,Box Score,,
Sun Mar 22 2015,3:00 pm,Cleveland Cavaliers,108,Milwaukee Bucks,90,Box Score,,
Sun Mar 22 2015,7:00 pm,Charlotte Hornets,109,Minnesota Timberwolves,98,Box Score,,
Sun Mar 22 2015,3:00 pm,Miami Heat,75,Oklahoma City Thunder,93,Box Score,,
Sun Mar 22 2015,6:00 pm,Denver Nuggets,119,Orlando Magic,100,Box Score,,
Sun Mar 22 2015,9:00 pm,Dallas Mavericks,92,Phoenix Suns,98,Box Score,,
Sun Mar 22 2015,6:00 pm,Washington Wizards,86,Sacramento Kings,109,Box Score,,
Sun Mar 22 2015,4:00 pm,New York Knicks,89,Toronto Raptors,106,Box Score,,
Mon Mar 23 2015,7:30 pm,Boston Celtics,110,Brooklyn Nets,91,Box Score,,
Mon Mar 23 2015,8:00 pm,Charlotte Hornets,86,Chicago Bulls,98,Box Score,,
Mon Mar 23 2015,10:30 pm,Washington Wizards,76,Golden State Warriors,107,Box Score,,
Mon Mar 23 2015,7:00 pm,Houston Rockets,110,Indiana Pacers,100,Box Score,,
Mon Mar 23 2015,7:30 pm,Memphis Grizzlies,103,New York Knicks,82,Box Score,,
Mon Mar 23 2015,9:00 pm,Minnesota Timberwolves,106,Utah Jazz,104,Box Score,OT,
Tue Mar 24 2015,8:00 pm,San Antonio Spurs,94,Dallas Mavericks,101,Box Score,,
Tue Mar 24 2015,7:30 pm,Toronto Raptors,104,Detroit Pistons,108,Box Score,,
Tue Mar 24 2015,8:00 pm,Miami Heat,88,Milwaukee Bucks,89,Box Score,,
Tue Mar 24 2015,8:00 pm,Los Angeles Lakers,117,Oklahoma City Thunder,127,Box Score,,
Tue Mar 24 2015,10:30 pm,Golden State Warriors,122,Portland Trail Blazers,108,Box Score,,
Tue Mar 24 2015,10:00 pm,Philadelphia 76ers,106,Sacramento Kings,107,Box Score,,
Wed Mar 25 2015,7:30 pm,Miami Heat,93,Boston Celtics,86,Box Score,,
Wed Mar 25 2015,7:00 pm,Brooklyn Nets,91,Charlotte Hornets,88,Box Score,,
Wed Mar 25 2015,9:00 pm,Philadelphia 76ers,99,Denver Nuggets,85,Box Score,,
Wed Mar 25 2015,8:00 pm,Cleveland Cavaliers,111,Memphis Grizzlies,89,Box Score,,
Wed Mar 25 2015,8:00 pm,Los Angeles Lakers,101,Minnesota Timberwolves,99,Box Score,OT,
Wed Mar 25 2015,8:00 pm,Houston Rockets,95,New Orleans Pelicans,93,Box Score,,
Wed Mar 25 2015,7:00 pm,Los Angeles Clippers,111,New York Knicks,80,Box Score,,
Wed Mar 25 2015,7:00 pm,Atlanta Hawks,95,Orlando Magic,83,Box Score,,
Wed Mar 25 2015,10:00 pm,Sacramento Kings,108,Phoenix Suns,99,Box Score,,
Wed Mar 25 2015,9:30 pm,Oklahoma City Thunder,91,San Antonio Spurs,130,Box Score,,
Wed Mar 25 2015,7:00 pm,Chicago Bulls,116,Toronto Raptors,103,Box Score,,
Wed Mar 25 2015,9:00 pm,Portland Trail Blazers,92,Utah Jazz,89,Box Score,,
Wed Mar 25 2015,7:00 pm,Indiana Pacers,103,Washington Wizards,101,Box Score,,
Thu Mar 26 2015,8:00 pm,Indiana Pacers,107,Milwaukee Bucks,111,Box Score,,
Fri Mar 27 2015,7:30 pm,Miami Heat,86,Atlanta Hawks,99,Box Score,,
Fri Mar 27 2015,7:30 pm,Cleveland Cavaliers,98,Brooklyn Nets,106,Box Score,,
Fri Mar 27 2015,9:00 pm,Utah Jazz,91,Denver Nuggets,107,Box Score,,
Fri Mar 27 2015,8:00 pm,Minnesota Timberwolves,110,Houston Rockets,120,Box Score,,
Fri Mar 27 2015,8:00 pm,Golden State Warriors,107,Memphis Grizzlies,84,Box Score,,
Fri Mar 27 2015,8:00 pm,Sacramento Kings,88,New Orleans Pelicans,102,Box Score,,
Fri Mar 27 2015,7:30 pm,Boston Celtics,96,New York Knicks,92,Box Score,,
Fri Mar 27 2015,7:00 pm,Detroit Pistons,111,Orlando Magic,97,Box Score,,
Fri Mar 27 2015,7:00 pm,Los Angeles Clippers,119,Philadelphia 76ers,98,Box Score,,
Fri Mar 27 2015,10:00 pm,Portland Trail Blazers,87,Phoenix Suns,81,Box Score,,
Fri Mar 27 2015,8:30 pm,Dallas Mavericks,76,San Antonio Spurs,94,Box Score,,
Fri Mar 27 2015,7:30 pm,Los Angeles Lakers,83,Toronto Raptors,94,Box Score,,
Fri Mar 27 2015,7:00 pm,Charlotte Hornets,107,Washington Wizards,110,Box Score,2OT,
Sat Mar 28 2015,8:00 pm,New York Knicks,80,Chicago Bulls,111,Box Score,,
Sat Mar 28 2015,7:00 pm,Atlanta Hawks,100,Charlotte Hornets,115,Box Score,,
Sat Mar 28 2015,8:30 pm,Golden State Warriors,108,Milwaukee Bucks,95,Box Score,,
Sat Mar 28 2015,10:00 pm,Denver Nuggets,114,Portland Trail Blazers,120,Box Score,,
Sat Mar 28 2015,9:00 pm,Oklahoma City Thunder,89,Utah Jazz,94,Box Score,,
Sun Mar 29 2015,6:00 pm,Los Angeles Clippers,119,Boston Celtics,106,Box Score,,
Sun Mar 29 2015,3:30 pm,Los Angeles Lakers,99,Brooklyn Nets,107,Box Score,,
Sun Mar 29 2015,4:30 pm,Philadelphia 76ers,86,Cleveland Cavaliers,87,Box Score,,
Sun Mar 29 2015,7:00 pm,Dallas Mavericks,99,Indiana Pacers,104,Box Score,,
Sun Mar 29 2015,6:00 pm,Detroit Pistons,102,Miami Heat,109,Box Score,,
Sun Mar 29 2015,4:00 pm,Minnesota Timberwolves,88,New Orleans Pelicans,110,Box Score,,
Sun Mar 29 2015,9:00 pm,Oklahoma City Thunder,109,Phoenix Suns,97,Box Score,,
Sun Mar 29 2015,7:00 pm,Memphis Grizzlies,89,San Antonio Spurs,103,Box Score,,
Sun Mar 29 2015,12:30 pm,Houston Rockets,99,Washington Wizards,91,Box Score,,
Mon Mar 30 2015,7:30 pm,Milwaukee Bucks,88,Atlanta Hawks,101,Box Score,,
Mon Mar 30 2015,7:00 pm,Boston Celtics,116,Charlotte Hornets,104,Box Score,,
Mon Mar 30 2015,8:00 pm,Sacramento Kings,83,Memphis Grizzlies,97,Box Score,,
Mon Mar 30 2015,8:00 pm,Utah Jazz,104,Minnesota Timberwolves,84,Box Score,,
Mon Mar 30 2015,7:00 pm,Los Angeles Lakers,113,Philadelphia 76ers,111,Box Score,OT,
Mon Mar 30 2015,10:00 pm,Phoenix Suns,86,Portland Trail Blazers,109,Box Score,,
Mon Mar 30 2015,7:30 pm,Houston Rockets,96,Toronto Raptors,99,Box Score,,
Tue Mar 31 2015,7:30 pm,Indiana Pacers,106,Brooklyn Nets,111,Box Score,,
Tue Mar 31 2015,7:30 pm,Atlanta Hawks,95,Detroit Pistons,105,Box Score,,
Tue Mar 31 2015,10:30 pm,Golden State Warriors,110,Los Angeles Clippers,106,Box Score,,
Tue Mar 31 2015,8:00 pm,San Antonio Spurs,95,Miami Heat,81,Box Score,,
Wed Apr 1 2015,7:30 pm,Indiana Pacers,87,Boston Celtics,100,Box Score,,
Wed Apr 1 2015,7:00 pm,Detroit Pistons,78,Charlotte Hornets,102,Box Score,,
Wed Apr 1 2015,8:00 pm,Sacramento Kings,111,Houston Rockets,115,Box Score,,
Wed Apr 1 2015,10:30 pm,New Orleans Pelicans,113,Los Angeles Lakers,92,Box Score,,
Wed Apr 1 2015,8:00 pm,Chicago Bulls,91,Milwaukee Bucks,95,Box Score,,
Wed Apr 1 2015,8:00 pm,Toronto Raptors,113,Minnesota Timberwolves,99,Box Score,,
Wed Apr 1 2015,7:30 pm,Brooklyn Nets,100,New York Knicks,98,Box Score,,
Wed Apr 1 2015,8:00 pm,Dallas Mavericks,135,Oklahoma City Thunder,131,Box Score,,
Wed Apr 1 2015,7:00 pm,San Antonio Spurs,103,Orlando Magic,91,Box Score,,
Wed Apr 1 2015,10:00 pm,Los Angeles Clippers,126,Portland Trail Blazers,122,Box Score,,
Wed Apr 1 2015,9:00 pm,Denver Nuggets,84,Utah Jazz,98,Box Score,,
Wed Apr 1 2015,7:00 pm,Philadelphia 76ers,93,Washington Wizards,106,Box Score,,
Thu Apr 2 2015,8:00 pm,Miami Heat,88,Cleveland Cavaliers,114,Box Score,,
Thu Apr 2 2015,8:30 pm,Houston Rockets,108,Dallas Mavericks,101,Box Score,,
Thu Apr 2 2015,10:30 pm,Phoenix Suns,106,Golden State Warriors,107,Box Score,,
